id,title,release_date,budget,revenue,crew_member,genres,belongs_to_collection,runtime
48992,I Like It Like That,1994-10-14,0,1777020,Darnell Martin,"['Comedy', 'Drama', 'Romance']",False,104
26478,Prison Song,2001-04-27,0,0,Darnell Martin,['Drama'],False,94
464862,Jinn,2018-03-11,0,0,Nijla Mu'min,['Drama'],False,92
469580,Dream,2015-07-30,3500,0,Nijla Mu'min,['Drama'],False,16
385043,Wake,2010-08-14,0,0,Bree Newsome,[],False,20
584305,As Told To G/D Thyself,2019-01-26,0,0,Jenn Nkiru,"['Music', 'Animation']",False,22
619513,Black to Techno,2019-08-08,0,0,Jenn Nkiru,['Documentary'],False,20
507735,Rebirth Is Necessary,2017-09-20,0,0,Jenn Nkiru,[],False,10
460318,En Vogue,2014-06-09,0,0,Jenn Nkiru,[],False,4
549511,The Last Two Lovers at the End of the World,2017-12-01,0,0,Nefertite Nguvu,"['Drama', 'Romance', 'Science Fiction']",False,20
507513,Myself When I Am Real,,0,0,Nefertite Nguvu,['Drama'],False,14
361899,In The Morning,2014-09-20,0,0,Nefertite Nguvu,['Drama'],False,75
560429,Born a Crime,,0,0,Lupita Nyong'o,['Drama'],False,
279268,In My Genes,2009-04-01,0,0,Lupita Nyong'o,"['Drama', 'Documentary']",False,78
634523,Miss Universe,,0,0,Lupita Nyong'o,"['Science Fiction', 'Comedy']",False,
449757,I Am Not a Witch,2017-10-20,0,0,Rungano Nyoni,['Drama'],False,93
289033,Listen,2014-09-10,0,0,Rungano Nyoni,['Drama'],False,13
176533,The Mass of Men,2012-08-08,0,0,Rungano Nyoni,['Drama'],False,17
346252,Mwansa the Great,2011-05-29,0,0,Rungano Nyoni,"['Drama', 'Adventure']",False,23
314486,Nordic Factory,2014-05-15,0,0,Rungano Nyoni,[],False,61
549325,Solace,2018-09-23,0,0,Tchaiko Omawale,['Drama'],False,87
578813,"Pelourinho, They Don’t Really Care About Us",2019-01-23,0,0,Akosua Adoma Owusu,['Documentary'],False,9
501874,Mahogany Too,2018-01-27,0,0,Akosua Adoma Owusu,[],False,3
621806,White Afro,2019-08-07,0,0,Akosua Adoma Owusu,[],False,6
390416,Reluctantly Queer,2016-02-16,0,0,Akosua Adoma Owusu,[],False,8
220863,Kwaku Ananse,2013-09-05,0,0,Akosua Adoma Owusu,['Drama'],False,26
476182,Untitled #1,2006-01-19,0,0,Akosua Adoma Owusu,[],False,2
535767,Intermittent Delight,2007-09-19,0,0,Akosua Adoma Owusu,[],False,5
535764,Drexciya,2010-11-11,0,0,Akosua Adoma Owusu,['Documentary'],False,12
479465,"Split Ends, I Feel Wonderful",2012-03-29,0,0,Akosua Adoma Owusu,['History'],False,5
418706,My White Baby,2009-02-19,0,0,Akosua Adoma Owusu,[],False,22
367026,Bus Nut,2014-04-07,0,0,Akosua Adoma Owusu,[],False,7
32075,A Dry White Season,1989-01-01,0,0,Euzhan Palcy,"['Drama', 'Mystery']",False,107
42115,Sugar Cane Alley,1983-09-21,0,0,Euzhan Palcy,"['Drama', 'Family']",False,103
96715,Ruby Bridges,1998-01-18,0,0,Euzhan Palcy,"['Drama', 'Family']",False,96
367329,The Killing Yard,2001-09-23,0,0,Euzhan Palcy,"['TV Movie', 'Drama']",False,110
65907,Siméon,1992-12-16,0,0,Euzhan Palcy,"['Fantasy', 'Music']",False,115
464275,Parcours de Dissidents,2006-07-02,0,0,Euzhan Palcy,['Documentary'],False,90
460746,Les mariés de l'isle Bourbon,2007-09-27,0,0,Euzhan Palcy,[],False,
211027,Aimé Césaire: une voix pour l'histoire,2007-04-15,0,0,Euzhan Palcy,[],False,165
84319,An Oversimplification of Her Beauty,2012-01-30,0,0,Chanelle Aponte Pearson,"['Animation', 'Comedy', 'Drama', 'Romance']",False,95
278316,Da Sweet Blood of Jesus,2014-06-22,1420000,0,Numa Perrier,"['Thriller', 'Comedy', 'Romance', 'Drama']",False,123
576704,Jezebel,2019-03-09,0,0,Numa Perrier,"['Drama', 'Family']",False,88
419377,Florida Water,2014-08-02,0,0,Numa Perrier,['Drama'],False,6
296517,Pastor Jones 2: Lord Guide My 16 Year Old Daughter,2006-01-01,0,0,Numa Perrier,[],False,95
543727,Selah and the Spades,2019-01-27,0,0,Tayarisha Poe,['Drama'],False,97
537331,Selkie,2016-12-02,0,0,Tayarisha Poe,"['Fantasy', 'Romance', 'Comedy', 'Drama']",False,8
12253,Biker Boyz,2003-01-31,24000000,23510601,Gina Prince-Bythewood,"['Action', 'Drama']",False,110
241771,Beyond the Lights,2014-09-10,7000000,14618727,Gina Prince-Bythewood,"['Romance', 'Drama']",False,116
14736,Love & Basketball,2000-04-21,20000000,27728118,Gina Prince-Bythewood,"['Action', 'Comedy', 'Drama', 'Romance']",False,124
12837,The Secret Life of Bees,2008-09-17,11000000,38105395,Gina Prince-Bythewood,"['Adventure', 'Drama']",False,114
45602,Disappearing Acts,2000-12-09,0,0,Gina Prince-Bythewood,"['TV Movie', 'Romance', 'Drama']",False,115
547016,The Old Guard,,0,0,Gina Prince-Bythewood,['Action'],False,
425908,Silver Sable,,0,0,Gina Prince-Bythewood,"['Action', 'Science Fiction']",False,
414425,Mudbound,2017-11-16,10000000,0,Dee Rees,['Drama'],False,135
73939,Pariah,2011-12-27,0,0,Dee Rees,['Drama'],False,86
330544,Bessie,2015-05-16,0,0,Dee Rees,"['Drama', 'Music', 'TV Movie']",False,107
505225,The Last Thing He Wanted,,0,0,Dee Rees,['Drama'],False,
505224,Untitled Dee Rees Horror Project,,0,0,Dee Rees,['Horror'],False,
509314,The Box,2018-03-04,0,0,Dee Rees,[],False,1
505221,An Uncivil War,,0,0,Dee Rees,"['Drama', 'History']",False,
284921,Pariah,2007-04-19,0,0,Dee Rees,[],False,28
527837,Eventual Salvation,2009-10-19,0,0,Dee Rees,['Documentary'],False,86
529748,Fucked Like a Star,,0,0,STEFANI SAINTONGE,[],False,8
306997,Seventh Grade,2014-10-24,0,0,STEFANI SAINTONGE,['Drama'],False,12
245855,Difret,2014-01-19,0,49667,Lacey Schwartz,['Drama'],False,96
296095,Little White Lie,2014-07-29,0,0,Lacey Schwartz,['Documentary'],False,65
66894,Ride,1998-03-27,0,0,Millicent Shelton,['Comedy'],False,90
102915,Hornet's Nest,2012-03-31,0,0,Millicent Shelton,"['Crime', 'Drama']",False,120
483771,The Tale of Four,2017-10-24,0,0,Gabourey Sidibe,['Drama'],False,22
521774,Crow Requiem,2015-04-07,0,0,Cauleen Smith,['Drama'],False,10
329587,Drylongso,1998-10-17,0,0,Cauleen Smith,[],False,86
580056,Sojourner,2018-01-01,0,0,Cauleen Smith,[],False,22
532426,Songs for Earth & Folk,2013-01-01,0,0,Cauleen Smith,[],False,11
532425,Lessons in Semaphore,,0,0,Cauleen Smith,[],False,4
532307,Three Songs about Liberation,,0,0,Cauleen Smith,[],False,9
532304,Triangle Trade,,0,0,Cauleen Smith,[],False,14
530656,Pilgrim,2017-01-01,0,0,Cauleen Smith,[],False,8
458334,Sine at the Canyon Sine at the Sea (by Kelly Gabron),2017-01-04,0,0,Cauleen Smith,[],False,7
458331,H-E-L-L-O,2015-03-06,0,0,Cauleen Smith,[],False,11
422904,The Changing Same,2001-10-10,0,0,Cauleen Smith,"['Drama', 'Science Fiction']",False,9
412592,The Way Out Is The Way Two,,0,0,Cauleen Smith,[],False,73
340297,Chronicles of a Lying Spirit (by Kelly Gabron),1992-07-01,0,0,Cauleen Smith,[],False,13
473290,When Love Kills: The Falicia Blakely Story,2017-09-04,0,0,Tasha Smith,"['TV Movie', 'Drama']",False,95
499901,Audition,2007-04-19,0,0,Sosena Solomon,['Comedy'],False,20
414920,The Yellow Wallpaper,2014-05-14,0,0,Amandla Stenberg,[],False,13
392737,Blue Girls Burn Fast,2016-04-12,0,0,Amandla Stenberg,['Drama'],False,19
625450,Tall Girl,2019-09-13,0,0,Nzingha Stewart,"['Comedy', 'Drama', 'Romance']",False,101
321160,With This Ring,2015-01-24,0,0,Nzingha Stewart,"['Comedy', 'Romance', 'Drama']",False,105
436939,Love by the 10th Date,2017-01-28,0,0,Nzingha Stewart,['Comedy'],False,87
405621,Love Under New Management: The Miki Howard Story,2016-06-12,0,0,Christine Swanson,"['Drama', 'TV Movie']",False,81
164848,All About You,2001-08-04,0,0,Christine Swanson,[],False,100
35684,All About Us,2007-10-01,0,0,Christine Swanson,"['Drama', 'Romance']",False,90
529161,Lenny,2018-01-23,0,0,Christine Turner,['Documentary'],False,
516707,Hold On,2017-01-21,0,0,Christine Turner,['Drama'],False,9
515685,You Can Go,2016-09-29,0,0,Christine Turner,"['Drama', 'Thriller']",False,9
245581,Homegoings,2013-06-25,0,0,Christine Turner,[],False,60
378200,The Perfect Match,2016-03-11,0,0,Dana Verde,"['Comedy', 'Romance']",False,96
557521,Under Bone,2017-09-30,0,0,Dana Washington,[],False,5
557514,Liberated Zones,2018-05-01,0,0,Dana Washington,[],False,10
477180,Living with Pride: Ruth Ellis @ 100,,0,0,Yvonne Welbon,[],False,
475990,Missing Relations,1994-01-01,0,0,Yvonne Welbon,[],False,13
475989,Sisters in the Life: First Love,1993-01-01,0,0,Yvonne Welbon,[],False,23
475988,Cinematic Jazz of Julie Dash,1993-01-01,0,0,Yvonne Welbon,[],False,26
475987,Monique,1990-01-01,0,0,Yvonne Welbon,[],False,3
470556,Sisters in Cinema,2003-05-01,0,0,Yvonne Welbon,[],False,57
469401,"Remembering Wei-Yi Fang, Remembering Myself",1995-01-01,0,0,Yvonne Welbon,[],False,29
